years_before_2023,co2_ppmv,temp_anomaly,ch4_ppb
50994,207.52321311624996,-1.5185272393086353,510.0
51073,207.57982451864018,-1.5037290004499213,511.6666666666667
51102,207.63643592103043,-1.5079352124820944,513.3333333333334
51217,208.9479063157014,-1.5121414245142675,515.0
51500,210.25937671037238,-1.5163476365464406,544.0
51504,211.57084710504336,-1.5205538485786134,530.5
51694,213.32398843632484,-1.5247600606107865,517.0
51852,215.07712976760632,-1.5289662726429596,524.0
51956,214.4474734724851,-1.5331724846751327,531.0
52159,213.81781717736385,-1.5373786967073058,529.0
52193,215.57272512953128,-1.5415849087394786,527.0
52422,217.32763308169874,-1.5457911207716517,567.0
52457,219.08254103386616,-1.5499973328038248,555.0
52605,219.903075853536,-1.5542035448359979,543.0
52646,220.7236106732058,-1.558409756868171,538.3333333333334
52873,221.1479059817251,-1.562615968900344,533.6666666666666
52887,222.00434197121416,-1.5668221809325171,529.0
53062,222.86077796070322,-1.57102839296469,530.0
53181,223.71721395019227,-1.575234604996863,532.5
53272,223.48960211138814,-1.5794408170290362,535.0
53473,223.261990272584,-1.5836470290612092,524.0
53505,222.55396321263072,-1.5878532410933823,513.0
53762,221.8459361526774,-1.5920594531255552,438.0
53879,221.13790909272413,-1.5962656651577283,438.0
53945,220.94702301373974,-1.6004718771899014,438.0
54073,220.75613693475538,-1.6046780892220744,437.5
54173,220.56525085577098,-1.5913520818651279,437.0
54229,220.3743647767866,-1.5780260745081816,445.3333333333333
54460,217.95673832028174,-1.564700067151235,453.6666666666667
54476,215.9218761002881,-1.5513740597942884,462.0
54767,213.88701388029443,-1.5380480524373419,469.0
54904,215.37245828671587,-1.5247220450803955,476.0
55087,216.8579026931373,-1.511396037723449,495.0
55158,213.96977037406307,-1.4980700303665024,514.0
55361,211.08163805498887,-1.4847440230095559,461.0
55366,208.19350573591464,-1.4714180156526095,462.6666666666667
55626,214.7766439566713,-1.458092008295663,464.3333333333333
55665,213.65120158900567,-1.4447660009387164,466.0
55869,212.52575922134005,-1.4314399935817699,534.0
55880,211.40031685367444,-1.4181139862248235,483.0
55982,210.2748744860088,-1.404787978867877,504.0
56310,207.67411308560085,-1.3914619715109304,525.0
56389,210.05540220013285,-1.378135964153984,546.0
56576,212.4366913146648,-1.3648099567970375,548.0
56665,213.08865846049065,-1.351483949440091,550.0
56863,213.7406256063165,-1.3381579420831446,543.0
56916,214.39259275214235,-1.324831934726198,554.0
57073,215.0445598979682,-1.3115059273692515,550.0
57283,215.69652704379405,-1.3169057822177346,546.0
57329,216.5364257131723,-1.3223056370662176,542.0
57549,217.37632438255054,-1.3277054919147007,528.5
57609,219.49031374217438,-1.333105346763184,515.0
57794,221.6043031017982,-1.338505201611667,520.0
57916,223.71829246142204,-1.34390505646015,540.5
58066,223.9299941978696,-1.349304911308633,561.0
58231,224.1416959343172,-1.354704766157116,554.0
58290,224.35339767076476,-1.3601046210055991,528.0
58464,223.75097401911341,-1.3655044758540822,502.0
58506,223.14855036746204,-1.3709043307025655,512.5
58683,225.18480680915073,-1.3763041855510485,523.0
58953,227.2210632508394,-1.3817040403995315,454.0
59127,229.25731969252809,-1.3871038952480146,442.0
59178,231.29357613421678,-1.3925037500964976,438.5
59439,228.823433989234,-1.3979036049449807,435.0
59453,226.35329184425117,-1.4033034597934637,430.0
59663,224.90405398012555,-1.408703314641947,425.0
59806,223.45481611599993,-1.41410316949043,434.0
59938,221.75628227607365,-1.419503024338913,443.0
60073,220.0577484361474,-1.424902879187396,434.5
60122,218.3592145962211,-1.4470531868540581,426.0
60182,216.66068075629482,-1.4692034945207204,428.0
60414,214.76579552195278,-1.4913538021873824,430.0
60446,212.87091028761074,-1.5135041098540445,428.3333333333333
60589,217.25313232793502,-1.5356544175207065,426.6666666666667
60621,216.095072912118,-1.5578047251873688,425.0
60885,214.93701349630103,-1.5799550328540308,412.0
60890,213.77895408048403,-1.6021053405206929,424.5
60921,211.83738887212402,-1.6242556481873551,437.0
61124,209.895823663764,-1.6464059558540172,432.0
61133,207.954258455404,-1.6685562635206792,431.75
61307,210.56770709704924,-1.6907065711873415,431.5
61627,210.90340290966515,-1.7128568788540035,431.25
61720,208.64014403219997,-1.7350071865206655,431.0
61973,206.3768851547348,-1.7571574941873278,435.0
62030,205.10350604482113,-1.7793078018539898,439.0
62275,203.83012693490747,-1.8014581095206519,430.0
62625,202.5567478249938,-1.823608417187314,437.0
62629,202.6327130296155,-1.8457587248539762,444.0
62847,202.7086782342372,-1.8679090325206382,444.0
62892,201.42840571891907,-1.8900593401873003,444.0
63033,200.14813320360096,-1.9122096478539623,452.0
63073,199.46195888604916,-1.9343599555206246,460.0
63276,198.77578456849733,-1.932073770644848,468.0
63505,198.08961025094553,-1.9297875857690716,484.0
63628,197.40343593339372,-1.9275014008932951,486.5
63840,197.32290118432383,-1.9252152160175187,489.0
63969,197.24236643525396,-1.9229290311417422,461.5
64090,198.4851981738991,-1.9206428462659657,434.0
64186,199.7280299125443,-1.9183566613901892,437.0
64423,201.050508841193,-1.9160704765144128,440.0
64727,202.37298776984167,-1.9137842916386363,462.0
64730,203.69546669849038,-1.9114981067628598,461.6666666666667
64940,201.67027938028278,-1.9092119218870833,461.3333333333333
65057,200.42054253504,-1.9069257370113069,461.0
65119,199.17080568979725,-1.9046395521355304,459.0
65332,204.07329405199266,-1.902353367259754,457.0
65619,208.9757824141881,-1.9000671823839774,466.5
65688,203.57469334936093,-1.897780997508201,476.0
65837,198.17360428453378,-1.8954948126324245,460.0
65999,199.38234390980318,-1.893208627756648,444.0
66010,200.59108353507256,-1.8909224428808715,449.6666666666667
66073,201.85605493087394,-1.888636258005095,455.3333333333333
66328,203.12102632667532,-1.8838011745857073,461.0
66512,204.3859977224767,-1.8789660911663195,455.0
66562,205.32574001037116,-1.874131007746932,449.0
66891,206.2654822982656,-1.8692959243275442,459.0
67032,207.20522458616006,-1.8644608409081564,456.0
67149,204.17356211781595,-1.8596257574887687,453.0
67387,201.14189964947187,-1.8547906740693811,462.0
67505,202.45035211586043,-1.8499555906499934,471.0
67802,203.758804582249,-1.8451205072306056,475.5
67805,202.56268242563942,-1.8402854238112178,480.0
68109,201.36656026902986,-1.8354503403918303,451.0
68219,200.17043811242027,-1.8306152569724425,453.5
68352,201.79795530081807,-1.8257801735530548,456.0
68692,203.42547248921588,-1.820945090133667,465.0
68757,203.92419413866088,-1.8161100067142795,474.0
69049,204.4229157881059,-1.8112749232948917,460.0
69073,204.92163743755094,-1.806439839875504,460.6666666666667
69154,205.42035908699594,-1.7860670416495363,461.3333333333333
69433,207.36636865554777,-1.7656942434235687,462.0
69659,209.31237822409958,-1.745321445197601,450.0
69665,211.2583877926514,-1.7249486469716333,470.0
70006,213.40460048384463,-1.7045758487456657,490.0
70125,215.55081317503786,-1.684203050519698,481.5
70244,217.93871220024926,-1.6638302522937305,473.0
70500,220.32661122546068,-1.6434574540677627,471.5
70518,221.53799818545156,-1.623084655841795,470.0
70706,222.74938514544243,-1.6027118576158275,475.0
70939,223.9607721054333,-1.5823390593898599,482.0
71001,225.17215906542418,-1.5619662611638923,465.5
71171,230.09396459073224,-1.5415934629379244,449.0
71352,235.01577011604033,-1.5212206647119568,440.0
71426,235.86499495400972,-1.5008478664859892,431.0
71684,236.7142197919791,-1.4804750682600216,432.0
71766,237.5634446299485,-1.4601022700340538,432.0
71964,238.19441430566104,-1.4397294718080862,432.0
72073,238.82538398137362,-1.4193566735821186,440.3333333333333
72165,239.45635365708617,-1.4074844036438603,448.6666666666667
72282,236.12360959973228,-1.395612133705602,457.0
72563,232.79086554237838,-1.3837398637673435,455.0
72602,232.63883071269308,-1.3718675938290852,453.0
72927,232.48679588300777,-1.359995323890827,448.0
72939,232.33476105332247,-1.3481230539525686,450.0
73198,231.61285972982898,-1.33625078401431,452.0
73292,230.89095840633553,-1.3243785140760518,451.5
73506,231.50566547335458,-1.3125062441377935,451.0
73758,232.12037254037367,-1.3006339741995352,461.0
73823,232.73507960739272,-1.288761704261277,465.0
73989,232.2680464841387,-1.2768894343230186,469.0
74230,231.80101336088464,-1.26501716438476,467.0
74294,231.3339802376306,-1.2531448944465018,472.0
74464,236.28718743277562,-1.2412726245082435,477.0
74598,241.2403946279206,-1.2294003545699852,469.0
74704,241.74779745497216,-1.2175280846317267,461.0
74958,242.25520028202368,-1.2056558146934684,416.0
75073,242.76260310907523,-1.19378354475521,415.6666666666667
75140,243.27000593612678,-1.1716152193171785,415.3333333333333
75212,245.35456311103843,-1.1494468938791471,415.0
75498,247.4391202859501,-1.1272785684411155,424.0
75618,249.52367746086176,-1.105110243003084,431.0
75785,249.73162491290506,-1.0829419175650525,438.0
75923,249.93957236494836,-1.060773592127021,430.0
76045,246.40685005614674,-1.0386052666889893,422.0
76314,242.87412774734509,-1.0164369412509577,466.0
76320,239.34140543854346,-0.9942686158129264,454.0
76602,238.67728917134386,-0.9721002903748948,442.0
76769,238.01317290414426,-0.9499319649368633,442.0
76869,234.84830867611026,-0.9277636394988318,442.0
77129,231.68344444807624,-0.9055953140608002,472.0
77390,229.42828091525328,-0.8834269886227687,475.0
77667,227.17311738243032,-0.8612586631847372,450.0
77688,224.91795384960736,-0.8390903377467056,456.5
77958,225.49435950272772,-0.816922012308674,463.0
78073,226.07076515584808,-0.7947536868706425,467.6666666666667
78153,226.64717080896844,-0.776291044658501,472.3333333333333
78223,225.81236468713888,-0.7578284024463594,477.0
78439,224.97755856530935,-0.739365760234218,487.0
78580,224.1427524434798,-0.7209031180220764,492.0
78719,225.19495011586292,-0.7024404758099349,497.0
78984,226.24714778824608,-0.6839778335977933,512.0
79042,227.2993454606292,-0.6655151913856517,513.5
79220,227.95134196223606,-0.6470525491735102,515.0
79471,228.60333846384293,-0.6285899069613687,515.0
79483,229.25533496544978,-0.6101272647492272,525.5
79699,231.08445092751933,-0.5916646225370856,536.0
79947,232.9135668895889,-0.5732019803249441,563.0
79950,234.74268285165846,-0.5547393381128025,549.0
80177,233.36198349675288,-0.5362766959006611,535.0
80395,231.9812841418473,-0.5178140536885195,550.0
80403,230.60058478694174,-0.49935141147637796,549.5
80643,232.2618012861204,-0.4808887692642364,549.0
80794,233.92301778529907,-0.4624261270520949,548.5
80875,233.02464833175475,-0.44396348483995335,548.0
81073,232.1262788782104,-0.42550084262781185,566.0
81149,231.22790942466605,-0.4263872802533512,584.0
81279,230.32953997112173,-0.4272737178788905,580.0
81357,231.59774810315005,-0.4281601555044299,576.0
81597,232.8659562351784,-0.42904659312996923,595.0
81784,234.13416436720672,-0.4299330307555086,583.0
81814,235.71909817489876,-0.4308194683810479,571.0
82056,237.30403198259083,-0.43170590600658726,606.0
82141,238.88896579028287,-0.4325923436321266,611.5
82285,239.5502955065152,-0.433478781257666,617.0
82491,240.2116252227475,-0.4343652188832053,616.0
82599,240.87295493897983,-0.43525165650874464,619.0
82713,242.68945800005852,-0.436138094134284,622.0
82939,244.50596106113719,-0.4370245317598233,629.0
83061,246.32246412221588,-0.43791096938536267,630.0
83140,246.5169401504663,-0.43879740701090203,631.0
83350,246.71141617871672,-0.4396838446364414,560.0
83584,246.90589220696717,-0.4405702822619807,515.0
83627,247.1003682352176,-0.44145671988752005,500.0
83812,248.94391069461483,-0.4423431575130594,485.0
84013,250.78745315401204,-0.4432295951385987,475.0
84045,248.88077179187803,-0.4441160327641381,465.0
84073,246.97409042974402,-0.44500247038967744,464.5
84298,245.06740906761004,-0.4667234894232571,464.0
84430,243.16072770547603,-0.4884445084568368,454.5
84534,241.5815196463169,-0.5101655274904164,445.0
84774,240.00231158715775,-0.5318865465239961,450.0
85009,238.42310352799862,-0.5536075655575757,446.5
85022,237.17743678525528,-0.5753285845911554,443.0
85278,235.93177004251197,-0.597049603624735,452.0
85440,234.68610329976863,-0.6187706226583147,453.0
85514,232.71174951661538,-0.6404916416918944,454.0
85839,230.73739573346214,-0.6622126607254741,429.0
85963,228.7630419503089,-0.6839336797590537,427.0
86019,227.41663561873708,-0.7056546987926334,425.0
86281,226.07022928716526,-0.727375717826213,468.0
86545,224.72382295559348,-0.7490967368597927,429.0
86571,223.37741662402166,-0.7708177558933724,438.5
86799,222.7969651141227,-0.7925387749269521,448.0
87073,222.21651360422374,-0.8142597939605317,447.0
87077,221.63606209432479,-0.8120025873360036,446.0
87100,221.05561058442584,-0.8097453807114755,463.0
87413,222.34267731260383,-0.8074881740869474,480.0
87654,223.62974404078184,-0.8052309674624193,493.5
87687,221.68681701052466,-0.8029737608378911,507.0
87974,219.74388998026748,-0.800716554213363,502.0
88209,217.8009629500103,-0.7984593475888349,505.0
88274,219.86377999737724,-0.7962021409643067,508.0
88582,221.92659704474414,-0.7939449343397786,501.0
88774,223.98941409211108,-0.7916877277152505,497.5
88851,225.11906723993522,-0.7894305210907224,494.0
89134,226.24872038775936,-0.7871733144661943,494.0
89317,227.3783735355835,-0.7849161078416661,485.0
89395,227.87836423958254,-0.782658901217138,476.0
89654,228.37835494358154,-0.7804016945926099,463.0
89769,228.87834564758057,-0.7781444879680818,457.0
90073,229.1646909179559,-0.7758872813435537,451.0
90187,229.45103618833122,-0.768676225906583,445.0
90390,229.73738145870655,-0.7614651704696125,446.0
90473,230.3444711352304,-0.7542541150326418,447.0
90767,230.9515608117543,-0.7470430595956712,461.0
90907,231.55865048827815,-0.7398320041587007,449.0
91035,231.4126857802047,-0.73262094872173,437.0
91311,231.26672107213122,-0.7254098932847594,432.0
91518,231.12075636405777,-0.7181988378477888,440.0
91625,231.9944510072637,-0.7109877824108182,448.0
91870,232.86814565046964,-0.7037767269738475,447.0
92022,233.74184029367558,-0.696565671536877,442.0
92136,233.42030238509622,-0.6893546160999063,437.0
92419,233.09876447651686,-0.6821435606629358,437.0
92685,232.7772265679375,-0.6749325052259652,442.0
92740,232.45568865935815,-0.6677214497889945,440.5
92965,233.35712718011402,-0.660510394352024,439.0
93073,234.25856570086992,-0.6532993389150533,438.0
93497,235.1600042216258,-0.6285990226540191,437.0
93504,236.17570125685532,-0.6038987063929849,436.0
93756,237.19139829208484,-0.5791983901319506,442.0
93896,238.20709532731436,-0.5544980738709164,438.0
94014,239.2569115362252,-0.5297977576098822,434.0
94271,240.30672774513607,-0.505097441348848,454.0
94530,241.3565439540469,-0.48039712508781385,436.0
94641,242.40636016295775,-0.4556968088267796,444.5
94774,242.5756125010413,-0.43099649256574535,453.0
95036,242.74486483912483,-0.40629617630471115,442.0
95307,242.91411717720837,-0.38159586004367696,438.5
95309,243.73470420507465,-0.35689554378264277,435.0
95561,244.55529123294096,-0.3321952275216085,453.0
95832,245.37587826080727,-0.3074949112605743,464.0
95994,246.19646528867355,-0.28279459499954007,471.3333333333333
96073,246.0885313418521,-0.2580942787385059,478.6666666666667
96094,245.98059739503063,-0.2571254810037821,486.0
96371,245.87266344820915,-0.2561566832690583,479.0
96547,245.7647295013877,-0.2551878855343345,487.0
96630,244.91206362891006,-0.2542190877996107,495.0
96899,244.05939775643242,-0.253250290064887,501.0
97158,243.20673188395477,-0.25228149233016317,491.0
97343,242.35406601147713,-0.25131269459543937,489.0
97419,241.73017450192663,-0.2503438968607156,487.0
97695,241.1062829923761,-0.24937509912599182,505.0
97957,240.48239148282556,-0.24840630139126804,506.0
98000,239.85849997327506,-0.24743750365654427,508.5
98218,240.9656292442387,-0.24646870592182046,511.0
98466,242.07275851520234,-0.2454999081870967,512.0
98656,243.17988778616598,-0.2445311104523729,518.0
98739,243.1418528047718,-0.24356231271764914,524.0
99015,243.1038178233776,-0.24259351498292533,526.0
99073,243.06578284198343,-0.24162471724820156,526.0
99296,243.02774786058924,-0.23365168181385074,526.0
99434,242.98971287919505,-0.22567864637949991,525.5
99565,243.64867912892475,-0.2177056109451491,525.0
99828,244.30764537865448,-0.20973257551079827,530.0
100097,244.96661162838421,-0.20175954007644745,530.0
100149,245.62557787811392,-0.19378650464209662,538.5
100402,246.74884549439145,-0.1858134692077458,547.0
100616,247.872113110669,-0.17784043377339498,542.0
100692,247.09469097470975,-0.16986739833904416,537.0
100972,246.31726883875052,-0.16189436290469333,547.0
101242,245.53984670279127,-0.1539213274703425,538.0
101398,244.762424566832,-0.1459482920359917,540.0
101504,243.1987948869527,-0.13797525660164087,542.0
101764,241.6351652070734,-0.13000222116729004,511.0
102044,240.0715355271941,-0.12202918573293922,504.3333333333333
102073,239.47188354475668,-0.1140561502985884,497.6666666666667
102095,238.87223156231926,-0.11666417918934037,491.0
102318,238.27257957988186,-0.11927220808009234,509.0
102615,237.67292759744444,-0.12188023697084431,472.0
102837,237.07327561500702,-0.12448826586159628,471.0
102916,238.2768744546187,-0.12709629475234824,470.0
103230,239.4804732942304,-0.12970432364310022,498.0
103381,240.68407213384208,-0.1323123525338522,506.5
103531,242.45346142236795,-0.13492038142460416,515.0
103860,244.2228507108938,-0.13752841031535612,559.0
104177,245.99223999941967,-0.1401364392061081,573.0
104347,247.76162928794554,-0.1427444680968601,575.6666666666666
104404,238.88,-0.14535249698761205,578.3333333333334
104493,240.04,-0.147960525878364,581.0
104797,241.20000000000002,-0.150568554769116,602.0
105039,242.36,-0.15317658365986797,600.0
105073,243.965,-0.15578461255061993,598.0
105107,245.57,-0.17094441182470432,596.0
105437,247.175,-0.18610421109878872,572.0
105580,248.78,-0.20126401037287314,595.0
105772,253.18,-0.21642380964695754,618.0
106062,257.58,-0.23158360892104193,609.5
106065,249.49,-0.24674340819512636,601.0
106329,241.4,-0.26190320746921075,598.0
106349,243.115,-0.27706300674329515,595.0
106441,244.83,-0.29222280601737954,593.0
106621,243.33333333333334,-0.30738260529146394,591.0
106922,241.83666666666667,-0.3225424045655484,483.0
107047,240.34,-0.3377022038396328,464.0
107230,239.68833333333333,-0.3528620031137172,445.0
107553,239.03666666666666,-0.3680218023878016,460.0
107891,238.385,-0.383181601661886,464.0
108073,237.73333333333335,-0.39834140093597037,469.5
108258,237.08166666666668,-0.411239880732583,475.0
108474,236.43,-0.42413836052919557,480.5
108650,239.1,-0.4370368403258082,486.0
109035,241.77,-0.4499353201224208,508.0
109202,244.44,-0.4628337999190334,501.5
109384,244.33666666666667,-0.475732279715646,495.0
109722,244.23333333333332,-0.48863075951225865,509.0
109912,244.13,-0.5015292393088713,505.5
110066,244.98333333333332,-0.5144277191054839,502.0
110403,245.83666666666667,-0.5273261989020965,505.0
110628,246.69,-0.540224678698709,498.5
110743,248.56333333333333,-0.5531231584953217,492.0
111055,250.43666666666667,-0.5660216382919343,496.0
111073,252.31,-0.5789201180885469,484.5
111382,254.18333333333334,-0.5496404822203834,473.0
111722,256.0566666666667,-0.5203608463522199,474.0
111949,257.93,-0.49108121048405645,465.0
112058,257.645,-0.461801574615893,456.0
112384,257.36,-0.4325219387477295,455.0
112706,257.07500000000005,-0.403242302879566,464.0
112709,256.79,-0.37396266701140246,465.0
113014,263.12,-0.344683031143239,466.0
113026,263.935,-0.3154033952750755,467.0
113192,264.75,-0.28612375940691204,459.0
113407,263.36,-0.2568441235387485,451.0
113669,261.96999999999997,-0.22756448767058501,471.0
113751,260.58,-0.19828485180242156,471.0
113960,263.02,-0.16900521593425805,471.0
114073,265.46,-0.1397255800660946,471.6666666666667
114323,267.9,-0.10405525145427785,472.3333333333333
114529,270.28999999999996,-0.06838492284246113,473.0
114802,272.68,-0.032714594230644406,474.0
114888,275.07,0.0029557343811723313,473.0
115075,275.7,0.03862606299298907,472.0
115338,276.33,0.07429639160480578,501.0
115519,276.96,0.10996672021662252,498.5
115609,275.6933333333333,0.14563704882843925,496.0
115886,274.4266666666667,0.181307377440256,501.0
115981,273.16,0.21697770605207273,498.0
116146,273.31666666666666,0.25264803466388946,495.0
116411,273.47333333333336,0.28831836327570615,504.0
116548,273.63,0.3239886918875229,516.0
116672,273.71,0.3596590204993396,528.0
116915,273.78999999999996,0.39532934911115636,544.0
117073,273.87,0.4309996777229731,538.5
117168,273.95,0.4648251211911284,533.0
117258,274.03,0.49865056465928365,539.5
117413,274.505,0.5324760081274389,546.0
117692,274.98,0.5663014515955942,547.0
117889,274.07500000000005,0.6001268950637495,548.0
118109,273.17,0.6339523385319048,545.0
118342,272.265,0.6677777820000601,579.0
118582,271.36,0.7016032254682154,565.0
118817,270.45500000000004,0.7354286689363707,578.0
119036,269.55,0.7692541124045259,579.0
119313,268.645,0.8030795558726812,591.0
119315,267.74,0.8369049993408365,579.0
119485,270.0233333333333,0.8707304428089917,567.0
119702,272.3066666666667,0.904555886277147,571.0
119788,274.59,0.9383813297453023,568.5
119915,273.125,0.9722067732134576,566.0
120073,271.65999999999997,1.006032216681613,571.0
120143,270.195,1.0291453687124146,576.0
120217,268.73,1.0522585207432165,572.0
120346,271.4266666666667,1.0753716727740181,568.0
120570,274.12333333333333,1.09848482480482,591.0
120615,276.82,1.1215979768356217,602.0
120786,277.352,1.1447111288664236,613.0
120988,277.884,1.1678242808972252,598.0
121196,278.416,1.1909374329280271,601.0
121407,278.94800000000004,1.2140505849588288,613.0
121499,279.48,1.2371637369896307,611.5
121609,278.52333333333337,1.2602768890204323,610.0
121815,277.56666666666666,1.2833900410512342,603.0
121914,276.61,1.3065031930820359,606.0
122020,277.43,1.3296163451128375,609.0
122173,278.25,1.3527294971436394,608.0
122234,278.625,1.3758426491744413,607.0
122365,279.0,1.398955801205243,607.5
122430,279.02666666666664,1.4220689532360447,608.0
122628,279.05333333333334,1.4451821052668465,599.0
122840,279.08000000000004,1.4682952572976484,607.0
123073,279.1066666666667,1.49140840932845,607.0
123076,279.1333333333333,1.4878425826475756,607.0
123086,279.16,1.484276755966701,607.5
123255,278.02000000000004,1.4807109292858265,608.0
123461,276.88,1.4771451026049518,615.0
123662,275.74,1.4735792759240773,616.0
123703,274.6,1.4700134492432027,613.5
123873,275.235,1.4664476225623282,611.0
124032,275.87,1.4628817958814535,612.5
124071,277.2875,1.459315969200579,614.0
124266,278.70500000000004,1.4557501425197044,621.0
124463,280.1225,1.45218431583883,622.0
124477,281.54,1.4486184891579554,627.0
124727,278.53,1.4450526624770808,632.0
124890,275.52,1.4414868357962063,629.5
124895,275.8425,1.4379210091153316,627.0
125094,276.16499999999996,1.4343551824344571,642.0
125298,276.4875,1.4307893557535825,642.0
125365,276.81,1.427223529072708,644.5
125509,276.478,1.4236577023918333,647.0
125707,276.146,1.4200918757109589,656.0
125938,275.81399999999996,1.4165260490300842,658.0
126073,275.48199999999997,1.4129602223492097,655.3333333333334
126086,275.15,1.3962241767063812,652.6666666666666
126132,274.724,1.3794881310635527,650.0
126345,274.298,1.3627520854207242,660.0
126560,273.87199999999996,1.3460160397778955,640.0
126752,273.44599999999997,1.329279994135067,651.0
126772,273.02,1.3125439484922385,650.5
126929,273.975,1.29580790284941,650.0
127035,274.93,1.2790718572065816,648.0
127103,275.2133333333333,1.262335811563753,646.0
127301,275.49666666666667,1.2455997659209244,670.0
127386,275.78,1.2288637202780959,673.5
127494,276.33,1.2121276746352674,677.0
127576,276.88,1.195391628992439,679.0
127669,276.71,1.1786555833496104,681.0
127710,276.53999999999996,1.161919537706782,679.0
127847,276.37,1.1451834920639534,692.0
128006,276.2,1.1284474464211247,706.0
128097,276.03,1.1117114007782962,710.5
128181,278.375,1.0949753551354677,715.0
128245,280.72,1.0782393094926392,709.5
128343,282.40000000000003,1.0615032638498108,704.0
128496,284.08,1.044767218206982,722.0
128539,285.76,1.0280311725641536,724.0
128658,280.8666666666667,1.011295126921325,726.0
128823,275.9733333333333,0.9945590812784966,644.0
128951,271.08,0.9778230356356681,589.5
128994,270.2,0.9610869899928396,535.0
129073,269.32,0.944350944350011,535.6666666666666
129151,268.44,0.9085471069131452,536.3333333333334
129170,266.874,0.8727432694762796,537.0
129347,265.308,0.8369394320394138,552.0
129518,263.742,0.801135594602548,551.0
129702,262.176,0.7653317571656824,531.0
129728,260.61,0.7295279197288166,523.0
129879,258.4175,0.6937240822919508,515.0
130084,256.225,0.6579202448550852,512.0
130306,254.0325,0.6221164074182194,499.0
130446,251.84,0.5863125699813536,510.0
130482,251.50666666666666,0.550508732544488,521.0
130713,251.17333333333335,0.5147048951076222,518.0
130891,250.84,0.4789010576707564,502.5
130948,247.60333333333332,0.44309722023389064,487.0
131186,244.36666666666667,0.407293382797025,493.0
131395,241.13,0.3714895453601592,493.5
131424,238.9175,0.33568570792329344,494.0
131697,236.70499999999998,0.2998818704864278,479.0
131979,234.4925,0.264078033049562,456.0
132049,232.28,0.22827419561269624,457.6666666666667
132073,231.21,0.19247035817583047,459.3333333333333
132281,230.14,0.13094060850241376,461.0
132619,229.07,0.06941085882899707,462.0
132782,228.0,0.00788110915558038,461.0
132949,226.315,-0.05364864051783633,460.0
133004,224.63,-0.11517839019125303,454.5
133312,224.0,-0.1767081398646697,449.0
133676,223.37,-0.23823788953808644,506.0
133848,222.74,-0.2997676392115031,467.0
134057,219.30333333333334,-0.3612973888849198,428.0
134462,215.86666666666667,-0.42282713855833653,436.0
134595,212.43,-0.48435688823175327,425.5
134873,210.77375,-0.5458866379051699,415.0
135073,209.1175,-0.6074163875785866,409.5
135375,207.46125,-0.7022070439103126,404.0
135876,205.805,-0.7969977002420386,382.0
136445,204.14875,-0.8917883565737648,409.0
136879,202.4925,-0.9865790129054908,375.0
137598,200.83625,-1.0813696692372168,395.0
137836,199.18,-1.1761603255689428,395.0
137892,199.0225,-1.2709509819006688,395.0
138073,198.865,-1.3657416382323948,400.5
138524,198.7075,-1.384202056586302,406.0
138907,198.55,-1.4026624749402092,387.0
138942,196.61666666666667,-1.4211228932941165,368.0
139478,194.68333333333334,-1.4395833116480237,432.0
140022,192.75,-1.4580437300019309,395.0
140044,193.28714285714287,-1.476504148355838,358.0
140591,193.8242857142857,-1.4949645667097453,342.0
141073,194.36142857142858,-1.5134249850636525,345.5
141148,194.89857142857142,-1.5006217962965596,349.0
141691,195.43571428571428,-1.4878186075294666,359.0
142240,195.97285714285712,-1.4750154187623739,368.0
142433,196.51,-1.4622122299952809,371.5
142850,195.87,-1.449409041228188,375.0
143283,195.23,-1.436605852461095,385.0
143724,194.59,-1.4238026636940022,393.0
143872,194.9475,-1.4109994749269092,401.0
144073,195.305,-1.3981962861598163,401.0
144375,195.66250000000002,-1.391062896904865,401.0
144872,196.02,-1.3839295076499138,388.0
144907,195.41250000000002,-1.3767961183949626,375.0
145472,194.805,-1.3696627291400114,391.0
146102,194.1975,-1.3625293398850602,402.0
146181,193.59,-1.355395950630109,406.0
146506,193.96,-1.3482625613751578,410.0
147073,194.33,-1.3411291721202065,415.5
147121,194.7,-1.348715261130657,421.0
147582,195.07,-1.3563013501411074,423.0
148107,195.44,-1.3638874391515579,471.0
148306,195.81,-1.3714735281620083,449.5
148655,197.8,-1.3790596171724587,428.0
149263,199.79,-1.3866457061829092,433.0
149539,201.78,-1.3942317951933596,437.0
149709,201.9625,-1.40181788420381,441.0
150073,202.14499999999998,-1.4094039732142605,422.5
150199,202.3275,-1.3927294623897342,404.0
150667,202.51,-1.3760549515652076,402.0
150721,202.45666666666665,-1.3593804407406813,400.0
151256,202.40333333333334,-1.3427059299161548,432.0
151517,202.35,-1.3260314190916285,427.0
151788,201.755,-1.309356908267102,422.0
152434,201.16,-1.2926823974425756,426.0
152854,200.565,-1.276007886618049,413.0
153073,199.97,-1.2593333757935228,407.5
153411,199.375,-1.3019820456349853,402.0
153847,198.78,-1.3446307154764479,402.5
153995,197.95333333333335,-1.3872793853179106,403.0
154538,197.12666666666667,-1.4299280551593732,393.0
154962,196.3,-1.4725767250008357,389.0
155095,194.916,-1.5152253948422985,385.0
155638,193.532,-1.557874064683761,407.0
156073,192.148,-1.6005227345252235,403.0
156231,190.764,-1.5940053374863155,399.0
156379,189.38,-1.5874879404474074,410.5
156856,189.304,-1.580970543408499,422.0
157504,189.228,-1.574453146369591,400.0
158070,189.152,-1.567935749330683,410.0
